full_text,label
Presiden Prabowo Subianto tiba di Pangkalan Militer Angkatan Udara Grupo 8 Alar Bandara Internasional Jorge Chavez Lima Peru Rabu (13/11/2024) sekitar pukul 22.35 waktu setempat. https://t.co/igrMRnwuFJ https://t.co/f6uEiWGs91,neutral
@sedaryut73015 @DokterTifa @prabowo Saya rasa berlebihan jika menyerang individu dg kata atau candaan yg keterlaluan,neutral
DPR Minta Tiga Lembaga Penegak Hukum Jalankan Instruksi Presiden https://t.co/jSwntGKNeL,positive
@jmelive @BANGSAygSUJUD @prabowo @99propaganda @adri_zizie @AlmaghribiS @EricRicaldo @are_inismyname @florieliciouss @Ndons_Back @tonybulumanu @Lembayung071 @Kimberley_PS08 Dunia antah berantah https://t.co/a8J8qJwTTc,neutral
@alvinlie21 baru kali ini ada wakil presiden sibuk kampanye setelah di lantik.,negative
perut ku sakit bgt by butuh perbaikan gizi mau honu sama boost by @prabowo,neutral
Presiden Prabowo berkomitmen penuh untuk memberantas narkoba hingga ke akarnya #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/4xzkxIWzR7,positive
Mungkin maksudnya Lewat komunikasi keluarga diminta membantu mencarikan pekerjaan lewat jalur orang dalam. Kayak Wakil Presiden contohnya?,negative
Aku juga mau by @prabowo tapi tambah nasi padang ya lauknya aja gapapa kok hehe trims,neutral
@CNNIndonesia Pantes utang sampi 6000 triliun gegara presiden suka utang agar terlihat sukses membangun negeri ini.,negative
@gintam22 @LexWu_13 @prabowo Percuma juga pejabat2 yg jadi anjhing nya si ivan itu kgk bakal diusut,negative
@JhonSitorus_18 @adianradiatus Kalau ini gimana su? Presiden apa Ketua Partai koq kampanye buat dirinya sendiri https://t.co/z0RbJMzuZG,negative
@klisedai @prabowo Mau hokben ndut,neutral
@alvinlie21 Kalo pak @prabowo sampe sowan lagi ke jokowi sih bukan matahari kembar. Jokowi matahari prabowo bulan,neutral
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Itu ruangan simbiosis mutualisme.,neutral
Mensesneg Beberkan Program Lapor Mas Wapres Inisiatif Gibran Bukan Arahan Presiden Prabowo - Riaunews https://t.co/niOXYrJJss,neutral
@tempodotco Kelakuan presiden sebelumnya siapa hayo ? di buat acuan presiden sekarang dan kedepan jangan ikut campur biarkan putra putri bangsa menunjukkan kwalitasnya di depan rakyat calon2 bupati walikota gubernur kompetisi secara sehat biar tidak menja,positive
@LexWu_13 @prabowo momentum pas ini narkoba judol mau di bumi hanguskan. kalo nyerempet ya makin seru. cepat atau lambat pak @prabowo akan tau,negative
Prabowo berkomitmen jaga ketahanan energi nasional dengan teknologi dan energi ramah lingkungan #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/ARI1vWibZI,positive
@adri_zizie @prabowo @gibran_tweet @jokowi Memang Prabowo lebih bagus dr Jokowi bahasa inggris nya memang Gibran spt itu layaknya,positive
Peningkatan lifting minyak dan bahan bakar nabati strategi Prabowo untuk energi berkelanjutan #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/Wz9pnnetQm,positive
2. Bayangjan Wakil presiden Ma'ruf Amin diam ketika kampungnya mau digusur. Sawah tambak kampungnya Ma'ruf Amin itu ditawar hanya Rp30.000 per meter. Kampung wakil presiden tidak kuasa melawan oligarki. #AdiliJokoWidodo #AdiliJokoWidodo https://t.co/yitwEN8utA,negative
Langkah konkret Prabowo: konversi kendaraan dan bahan bakar nabati demi ketahanan energi Indonesia #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/4Zj9PWZ7Ga,positive
@N0vemberia @RitaHanZa @54h4b4tl4m4 @anaksaayana @bukan__siapa2 @dadyabo @DeynaWolfQueen @DestaMega27 @heru1021 @KheyL4_8 @malagreta https://t.co/PjZAlAwrx1,neutral
@Minietweets_ @prabowo @gibran_tweet @0ctoberR1 @abby6mei @mimih6mei @BANGSAygSUJUD @mas_veel @gtobing2903 @99propaganda @adri_zizie @tham878 @KEBUMENinLOVE Semua orang juga tahu korupsi itu jahat &amp,neutral
Presiden Prabowo siapkan masa depan energi Indonesia melalui inovasi konversi kendaraan dan energi terbarukan #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/3A4t2lZWVC,positive
Dengan strategi lifting minyak dan bahan bakar nabati Prabowo bertekad wujudkan ketahanan energi #IndonesiaEmas #IndonesiaMaju #KetahananEnergi #SwasembadaEnergi #PresidenPrabowo #DukungPrabowo #ProgramPresiden https://t.co/ukaVmsocHg,positive
@msaid_didu masih centang siji Pak https://t.co/2PgAatgKHW,neutral
@Mdy_Asmara1701 Respect pak Presiden Direspect sama wapres,neutral
@angun_1892 @LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP @prabowo,neutral
@vanc1Bozz @jokowi @prabowo getah busuk kok diberlanjutkan bukannya manis hasilnya yg ada malah belepotan getah busuk sepenjuru negeri ini naudzubillahi min dzalik.,negative
Smoga pak @prabowo tetap menjadi macan asia bahkan dunia...,positive
Bersama Prabowo mari dukung pemberantasan korupsi untuk masa depan bangsa yang lebih transparan #PemberantasanKorupsi #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita https://t.co/DsUca7N00U,positive
@angun_1892 @LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP @ListyoSigitP @ahriesonta,neutral
@UmarSyadatHsb__ Kemana Harga diri presiden,neutral
Presiden Prabowo Akan Mewujudkan Swasembada Pangan dengan Peningkatan Produktivitas Pertanian #TerimaKasihPresidenPrabowo #PresidenPrabowo #VisiPresidenPrabowo #IndonesiaTanpaImpor #KetahananPangan #SwasembadaPangan https://t.co/CnmrOosmox,positive
@Gank_Of_Petojo Mungkin ada satu anak hebat saat SD bisa coding tapi jangan semua anak disamaratakan se wow itu Sperti juga Tak semua lulusan esempeh bisa jadi wapres seperti dia kan? Itu butuh kondisi tertentu Seperti : anak lulusan esempeh itu punya bap,neutral
@KemensetnegRI #PresidenRI #Prabowo #PresidenPrabowoSubianto #SjafrieSjamsoeddin #MenhanRI #WamenhanRI #KemensetnegRI #KabinetMerahPutih #Kemhan #ATRBPNMajudanModern #KemhanRI,neutral
Semangat Prabowo dalam pemberantasan korupsi menginspirasi dukungan masyarakat untuk Indonesia yang lebih baik #PemberantasanKorupsi #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita https://t.co/AD78OOMfdr,positive
Adapun rakor ini bertujuan untuk memberantas mafia tanah yang menjadi perhatian serius Presiden RI Prabowo Subianto @prabowo. Saya berharap agar ke depannya kita dapat mengetahui hambatan dan kendala dalam penanganan Tindak Pidana Pertanahan,positive
@ILCTalkshow masih centang siji Pak Karny https://t.co/2PgAatgKHW,neutral
@tempodotco Sebagai Presiden utk Rakyat Indonesia seharusnya @prabowo mendukung semua calon kepala daerah yang ikut berkompetisi di ajang Pilkada 2024. Yang pada akhirnya nanti Prabowo juga mendukung siapa pun yg menang di Pilkada 2024 ...,neutral
@JhonSitorus_18 Batak yang satu ini memang perlu diajar supaya cerdas kalau ini statusnya apa? Presiden koq kampanye buat dirinya berarti gak ada Presiden kalau gitu ya... Lupa atau Kalau PDIP gak masalah? Dasar Kurdul kao https://t.co/zJoK0zp8Gs,negative
Dalam rangka mewujudkan produktivitas pertanian Presiden Prabowo Subianto senantiasa menempuh berbagai langkah strategis seperti memperluas lahan pertanian #TerimaKasihPresidenPrabowo #PresidenPrabowo #VisiPresidenPrabowo #IndonesiaTanpaImpor #KetahananPangan #SwasembadaPangan https://t.co/hOCyAqM4EP,positive
@BANGSAygSUJUD @prabowo @99propaganda @adri_zizie @AlmaghribiS @EricRicaldo @are_inismyname @florieliciouss @Ndons_Back @tonybulumanu @Lembayung071 @Kimberley_PS08 Sampe ngemis ke cina https://t.co/xhqIC23hRH,neutral
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Gila ada botol Azul,neutral
@edjoy12 @LexWu_13 @prabowo Karena mereka keseringan diperes sm pribumi yg biasanya begitu liat ada backingan nyali mereka ciut!,negative
Dalam rangka mewujudkan produktivitas pertanian Presiden Prabowo Subianto senantiasa menempuh berbagai langkah strategis seperti memperluas lahan pertanian #TerimaKasihPresidenPrabowo #PresidenPrabowo #VisiPresidenPrabowo #IndonesiaTanpaImpor #KetahananPangan #SwasembadaPangan https://t.co/ZJ6wiD9zpv,positive
Turki telah memutuskan semua hubungan dengan Israel kata Presiden Recep Tayyip Erdogan setelah kunjungan ke Arab Saudi dan Azerbaijan. https://t.co/b6z8ZpQ5co https://t.co/AF3ObHttQq,neutral
@petercumicumi @LexWu_13 @prabowo @Gerindra @ListyoSigitP @ahriesonta @gibran_tweet Setujuuu,neutral
Presiden Prabowo bertekad memberantas korupsi hingga ke akar-akarnya demi Indonesia yang bersih #PemberantasanKorupsi #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita https://t.co/Hj84ZnUTj2,positive
@Rocky_Antonie Aku follow kamu....Ndasmu Kuwi.... Dengerin goblooook.... Kau yg gak level aku kau buzzer gobloook... Tdk sekalipun kamu menyanggah reply aku itu pertanda kau stunting otak.... Kader Gerindra yg menyatakan Prabowo tdk terlibat.... https://t,neutral
@DokterTifa Tp sepertinya gerakan pak prabowo lambat dan bnyk memberi ruang mulyono apalagi fufufafa utk bebas brgerak mencitrakan diri. Bisa jd boomerang utk pak prabowo dan tersadar ketika semua sudah terlambat,negative
Raffi Ahmad Jadi Utusan Khusus Presiden Nagita Slavina Disebut KPK Boleh Terima Endorse https://t.co/bG9aYeAYPK,neutral
@LexWu_13 prabowo liat tulisan jaman belanda yang ngaggap rakyat seperti anjing aja sampai sekarang masih ingat apalagi ini ada kasus murid di suruh menggonggong seperti anjing. nggak kebayang bagaimana nanti reaksinya .,positive
@siompulandak @BANGSAygSUJUD @prabowo @99propaganda @adri_zizie @AlmaghribiS @EricRicaldo @are_inismyname @florieliciouss @Ndons_Back @tonybulumanu @Lembayung071 @Kimberley_PS08 Tuman.... https://t.co/Zbre59ZUW9,neutral
@PngAdilnR4kyt Semoga bukan omon omon ya pak @prabowo,neutral
kalau pakai prinsip pacta sunt servanda maka jokowi adalah presiden gagal dan buruk. :)),negative
prabowo's teteteret gemoy dance 2.0,neutral
@CNNIndonesia Jokowi saat ini ikut kampanye Pilkada utk salah satu Paslon dari Parpol yg dukung anaknya Gibran m'buktikan apa yg ditulis SBY Cawe-Cawe Presiden Jokowi di Pilpres 2024 sepertinya benar &amp,neutral
Bayarin cicilan gw wo @prabowo,neutral
@noceusc @prabowo lapar jug pak owo.,neutral
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Makin kesini beritanya makin seru nih. Ga ada rencana polisi pro rakyat gitu pak @ListyoSigitP,neutral
Menutup lawatan di Amerika Serikat Presiden RI Prabowo Subianto menerima kunjungan dari Menteri Pertahanan Llyod James Austin Rabu (13/11) siang waktu setempat. #presidenprabowo #prabowosubianto #menteripertahanan #menhanamerikaserikat #LloydAustin #amerikaserikat #dekade08 https://t.co/qCkO1bTRs3,neutral
@katyperry HEBOH JOKOWI MENCABUT PANGKAT BINTANG 4 PRABOWO. simak videonya di link berikut: https://t.co/BWQvU2HCJf,negative
@AnKiiim_ @prabowo MANA NIH YANG KATANYA MACAN ASIA.. KOK ADA MANTAN PRESIDEN BEGINI DIBIARIN AJA,negative
@tempodotco https://t.co/XPVGA837Y1,neutral
@CNNIndonesia Serasa masih Presiden dia,neutral
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP @DivHumas_Polri @Puspen_TNI @mohmahfudmd tolong dilirik dikit lah kasus ini. banyak berita berseliweran yg merendahkan martabat instansi polri. harap segera inteligen bergerak dan di clear kan !!,negative
Presiden Prabowo Subianto dan Presiden Amerika Serikat (AS) Joe Biden sempat membahas konflik Gaza dalam saat bertemu di Gedung Putih Washington DC AS pada Selasa (12/11/2024) waktu setempat. Prabowo juga sempat membahas isu tersebut saat berbincang dengan Menteri Pertahanan https://t.co/Qiu7uj91FB,positive
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Nyimak dl,neutral
Bersama Prabowo kita dukung upaya cegah penyelundupan demi kelestarian sumber daya laut Indonesia #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #CegahPenyelundupan #LawanPenyelundupan #StopPenyelundupan https://t.co/76lDp16uHv,positive
Acara Kampanye Akbar RIDO dibarengi dengan Konser Satu1n Jakarta juga disambut oleh mantan presiden Ridwan Kamil https://t.co/vfzkuHJssG,neutral
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Negeri Konoha,neutral
knp ya ky ga ngehargain gt kesannya. mau cerita aja hrs ditunda dulu sm agendanya yg segudang giliran ntar gue berubah br deh lsg blg gue knp ky a b c end up gue yg ngerasa bersalah knp ky gitu ke dia. gt trs aja siklusnya sampe prabowo 2 periode,neutral
@ARSIPAJA Jd klo paslon lain ga akan didukung presiden?,neutral
Bapak rencana besok blusukan ke warga daerah Banyumas Pantura Barat dan Pantura Timur. Ini lagi dibahas daerah tujuan pastinya. Beliau mau kangen-kangenan dengan warga .... KALO KANGEN JD PRESIDEN? https://t.co/gfTsh2zaGk,neutral
Lampu yang mati dan jembatan yg bolong ini sangat membahayakan masyarakat. Mungkin ada yang pernah lihat fasilitas rusak bisa share juga by reply ini dan tag Pak @prabowo Semoga dibenahi dgn secepatnya ya Pak,neutral
Ikut happy baca ini. Klo ini benar Prabowo di sebulan pertama &gt,positive
Menantu mantan presiden Joko Widodo Bobby Afif Nasution diduga terlibat dalam kasus suap izin usaha pertambangan di Maluku Utara. (Tempodotco) #AdiliJokoWidodo #AdiliJokoWidodo https://t.co/OTWhi8NhcK,negative
@vanc1Bozz @KPAI_official @prabowo Astaghfirullah,neutral
@abu_waras https://t.co/2PgAatgKHW,neutral
Dari Peru Presiden Prabowo Subianto sempat menelepon CEO Nvidia Jensen Huang yang sedang menjadi pembicara di Indonesia. #Internasional #AdadiKompas https://t.co/ErSZ6iSWiE,neutral
@Minietweets_ @prabowo @gibran_tweet @0ctoberR1 @abby6mei @mimih6mei @BANGSAygSUJUD @mas_veel @gtobing2903 @99propaganda @adri_zizie @tham878 @KEBUMENinLOVE Isi kabinet yg berkasus dg masalah korupsi ada erlangga zulhas Dito nusron sugiono hiariej dll omo,negative
@AndovidaLopez @JovialdaLopez @marionjolamj @kitabisacom Antisipasi dan persiapan mitigasi masal @prabowo,neutral
@NenkMonica https://t.co/2PgAatgKHW,neutral
@detikcom @detikjatengcom Jokowi saat ini ikut kampanye Pilkada utk salah satu Paslon dari Parpol yg dukung anaknya Gibran m'buktikan apa yg ditulis SBY Cawe-Cawe Presiden Jokowi di Pilpres 2024 sepertinya benar &amp,negative
Laksanakan arahan Presiden Prabowo Menteri transmigrasi pastikan tidak ada perpindahan dari luar papua ke papua https://t.co/CfFeYBjLpD,positive
Komitmen PLN selaras dengan arahan Presiden RI Prabowo Subianto untuk mencapai swasembada energi dengan menyediakan energi hijau yang efisien dan terjangkau sekaligus mendukung pertumbuhan ekonomiÂ hinggaÂ 8%. #PLN #PLNUntukIndonesia #AcceleratingRenewableEnergy https://t.co/IswrdJLKxK,positive
@OjolNyambi LOGIKA : Kalau dia Rektor UGM mestinya dia kan berkepentingan menelusuri..benar apa tidak ini ada presiden ngaku ngaku mantan UGM seberapa sulit sih meminta UGM menulusuri kebenaran tersebut..,neutral
Lapar @prabowo,neutral
@mycattye beautiful,neutral
@detikcom Yiihaaa..lagi nih @Gerindra &amp,neutral
Kampanye Akbar RIDO sangat menggemparkan panggung begitu ramai dan vibesnya menyala banget Konser Satu1n Jakarta dan juga mantan presiden indonesia pun memilih Ridwan Kamil memang calon pemimpin yang mantap banget sih beliau https://t.co/MufnLkgl28,positive
@StefanAntonio__ @prabowo Baru x ini sy merasa pak jokowi masih jadi Presiden RI. Emang beneran ya pengen 3 periode.,neutral
@__LOVE_AG4EVER @prabowo Maaf sebelumnya sebaiknya urusan dlm negeri dl,neutral
@PDI_Perjuangan mantan presiden sampe ikutan kampanye di jateng untuk mengawal investasi masuk indosat-nvidia itu ya ? yg rencana bangun pusat AI atau emg ada apa sih ? ksannya calon yg stu lg cuma bkl jadi gubernur boneka presiden &amp,negative
Dalam rangka mewujudkan ketahanan pangan dan mencapai swasembada yang kokoh Presiden Prabowo menginstruksikan untuk #PresidenPrabowo #PresidenPrabowoWujudkanKemandirianPangan #ProduktivitasLahanTidur #BangkitkanLahanTidur #KetahananPanganNasional #IndonesiaTanpaImpor https://t.co/uVzGoefuQV,positive
@ferrykoto @prabowo Iya kan saja. Mumpung masih hidup.,neutral
@RosanaRatn10318 @geloraco @KPK_RI @RadarKorupsi Gak perlu nya nunggu FBI @prabowo SDH membuat timsus Pemberantasan narkoba anggotanya terdiri dari TNI ada jg dari WAKABAIS smoga niatan baik pk Presiden berjalan lancar gulung smua mafia Narkoba Krn berdam,positive
@CNNIndonesia Ngpain lagi sih pak @jokowi kan katanya mau istirahat kalau memang pengen full politik langsung saja buat partai atau caplok saja partai yang ada kalau gini rasanya kurang etis karena tidak ada mantan presiden yang getol berpolitik jika suda,negative
Zul ini anak buahnya internal threat untuk Presiden kalo kaya gini,neutral
Dalam rangka mewujudkan ketahanan pangan dan mencapai swasembada yang kokoh Presiden Prabowo menginstruksikan untuk #PresidenPrabowo #PresidenPrabowoWujudkanKemandirianPangan #ProduktivitasLahanTidur #BangkitkanLahanTidur #KetahananPanganNasional #IndonesiaTanpaImpor https://t.co/b2adyI8EUa,positive
Wkwk. Ini sie kelihatan banget. Kalau Prabowo mau bikang : I am the president know,neutral
Prabowo: Masa depan bangsa harus bebas dari ancaman narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/5nkgDGJorm,positive
@RagilSemar Yaiyalau khan the ultimate targetnya adalah jadikan Jan Estes jdi wakil presiden setelah di sunat nanti......wkwkwwkkww,neutral
@ngeemtot @prabowo aku mau rawon,neutral
@hananbois @AndisBoga @LexWu_13 @ListyoSigitP @DivHumas_Polri @poldajawatimur @HumasPoldaJatim @PolrestabesSby @prabowo @Gerindra @tribunjogja @tribunjatim @tribunnews @NajwaShihab @MataNajwa @CNNIndonesia @cnnbrk @NarasiNewsroom Namanya jg usaha ngab CUA,neutral
Bersama Prabowo kita lawan narkoba untuk generasi Indonesia yang lebih bermartabat #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/u9tsf9kiaX,positive
@Santosokurni,neutral
Dengan kebijakan tegas Prabowo komitmen wujudkan Indonesia bebas narkoba demi masa depan bangsa #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/MvLo5jzZvk,positive
@soyeonsday @ARSIPAJA wkwkw resah aja punya presiden kok powernya buat kampanye salah satu pasangan,negative
Aku keknya bakal dihujat kalo speak up ini. Tapi menurutku jae pake kemeja putih hari ini mirip mantan presiden.,neutral
Demi Indonesia yang lebih sehat dan kuat Presiden Prabowo berjanji tuntas berantas narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/yAsXCWn7I6,positive
Komitmen Prabowo untuk memberantas narkoba adalah wujud nyata melindungi generasi bangsa #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/Ht0p3yPsUt,positive
Prabowo: produktivitas lahan tidur menjadi kunci ketahanan pangan dan kemandirian Indonesia #PresidenPrabowo #PresidenPrabowoWujudkanKemandirianPangan #ProduktivitasLahanTidur #BangkitkanLahanTidur #KetahananPanganNasional #IndonesiaTanpaImpor https://t.co/hMTFqRQCez,positive
@hnirankara Iya iya orang pintar yg gk jadi wakil presiden,neutral
@iimfahima Akhirnya ada yg speak up begini dari awal aku liat video nya aja sorry to say si trump udh menunjukkan ketidak respect an dia ke pak prabowo anjir nntnnya gak nyaman bgt. Klo aku jd pak prabowo dgn hati mungielku inih aku sakit hati sih zuzur,negative
@JhonSitorus_18 @Gerindra @prabowo . Usut siapa backingan si bapak ini...,neutral
@AbubakarSu15415 @prabowo @mohmahfudmd @MahkamahAgung @RadarKorupsi Luar biasa Indonesia kita Untuk perbaikan di hakimi. Tp yg koruptor di diemin.,neutral
@Ndons_Back Kita bangga dg Pak Probowo Selaku Presiden Indonesia Yg Bisa Komu ikasi Baik Dan Juga Terlihat Sangat Menghargai Orang Namun Rasanya Kurang Pas Jika Pak Prabowo Berikan Hormat Militer Pada Pejabat znegara Lain Yg Secara Jabatan Dibawah Beliau.,neutral
@LexWu_13 @PolrestabesSby @prabowo @ListyoSigitP Netizen indo maju,positive
@SonyaAmriani @LexWu_13 @prabowo @Gerindra @ListyoSigitP @ahriesonta @gibran_tweet Bersihin sampe bekingnya semua,neutral
@iimfahima Ini adalah video sindiran buat presiden sebelumnya.,neutral
Komitmen Prabowo Berantas Narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/7xQdD3ueAl,positive
Komitmen Prabowo Berantas Narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/9otDBxR6Kj,positive
@JendralKepitin9 @LexWu_13 @prabowo Kalau mau membersihkan kotoran sapunya harus bersih?? Pertanyaan saya ke pak kapolri yang terhormat Ketika sapu yang bersih menyentuhan kotoran kotorannya akan hilang atau justru sapu yang bersih dan kotoran jadi menemp,neutral
Komitmen Prabowo Berantas Narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/jqTPmvCSh1,positive
@tekarok007 @Chanel__Diorr @realfedinuril Anak abah lebih dulu milih prabowo 2014 &amp,neutral
Komitmen Prabowo Berantas Narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/bOmoZYZPjO,positive
@ArjayaDirja @tempodotco Kata qodari juga Prabowo kampanye pas hari Minggu dan dia sebagai ketua umum Gerindra. Berarti Indonesia hari Minggu gak punya presiden ya ?,neutral
@blank0429 Dan prediksinya terjadj beneran gimana pak bapak dulu saya bangga banget ama njenengan lho @prabowo,neutral
@Epricila10 Lapor mas Wapres tuluung usut akun fufufafa yang telah menghina Presiden Prabowo &amp,negative
Dengan optimalisasi lahan tidur Prabowo yakin Indonesia mampu mandiri dan siap hadapi tantangan ekonomi global #PresidenPrabowo #PresidenPrabowoWujudkanKemandirianPangan #ProduktivitasLahanTidur #BangkitkanLahanTidur #KetahananPanganNasional #IndonesiaTanpaImpor https://t.co/KtPJ3hcvED,positive
Komitmen Prabowo Berantas Narkoba #IndonesiaEmas #PrabowoSubianto #PresidenPrabowo #BerantasNarkoba #IndonesiaMaju https://t.co/9K93yTD2rD,positive
